GameNumber,PlayerName,Country,Score,SecondaryScore
2,Nazeer Slarmie,South Africa,60,1
2,Alex Lee,United States of America,0,1
2,Daniel Moertl Pereira De Mello,Brazil,32,1
2,Jason Webber,South Africa,102,1
2,Michael Aleksic,Canada,108,1
2,Jelle Hettinga,Costa Rica,72,1
2,Jefferson Oliveira,Brazil,60,1
2,Oskars Vainovskis,Austria,102,1
2,Jannik Hercksen,United States of America,0,1
2,David Drury,United Kingdom,88,1
2,John Opondo,Kenya,0,1
2,Cesar Prieto,Mexico,80,1
2,Eldar Radovici,United States of America,72,1
2,Sameer Jagetia,United States of America,205,1
2,Adam Schults,United States of America,72,1
2,Jorge Ivan Ayala Rojas,Columbia,60,1
2,Emiles Žubulis,Austria,0,1
2,Pam Kirchen,United States of America,16,1
2,Ashleigh Roberts,United States of America,87,1
2,Jae Kyun Kim,United States of America,0,1
2,Chris Sides,United States of America,66,1
2,Tom Dang,United States of America,0,1
2,Filip Krerowicz,Poland,150,1
2,Tyson Corner,United States of America,72,1
2,Dan Johnson,United States of America,88,1
2,Steffany Ayala,United States of America,0,1
2,Jason Sindler,United States of America,158,1
2,Erik Oehm,United States of America,75,1
2,Konrad Schäfers,Germany,72,1
2,Armonda Godina Carraso,United Kingdom,74,1
2,Eduardo Gonzalez Arias,Spain,166,1
2,Adam Vlachos,Greece,66,1
2,Ayman Ramzy,Egypt,81,1
2,Diarmuid Early,Ireland,349,1
2,Dave Shaw,United Kingdom,4,1
2,Justin Sterling,United States of America,74,1
2,Brian Montgomery,United States of America,95,1
2,Joseph Michael Palisoc,United States of America,150,1
2,Rich Mcmullen,United States of America,0,1
2,Stephanie Annerose,United States of America,146,1
2,Adam Burnham,United Kingdom,72,1
2,Norman Sheppard,United States of America,4,1
2,Julie Bowden,United Kingdom,150,1
2,Fernando Merino,Canada,66,1
2,Stephen Xiao,Canada,72,1
2,Branden Lewis,Canada,178,1
2,Stig Hedström-Cornéer,Sweden,27,1
2,John-Erik Johansson,United States of America,0,1
2,Julian Cupillari,Canada,0,1
2,Stephen Halligan,United States of America,185,1
2,Emilie Williams,Canada,66,1
2,Jeff Tan,Malaysia,40,1
2,Alana Reid,Canada,0,1
2,Josh Moore,United States of America,0,1
2,Tetsuki Ando,Switzerland,66,1
2,Cecelia Rieb,United States of America,66,1
2,Joseph Jones-Jennings,United Kingdom,60,1
2,Michael Ortenberg,United States of America,0,1
2,Jason Moore,United States of America,103,1
2,Nikolay Georgiev,Bulgaria,97,1
2,Benjamin Buring,Canada,33,1
2,Linda Murphy,United States of America,0,1
2,Pavel Kozlov,Russia,92,1
2,Samir Asadov,Ireland,82,1
3,Abhishek Jasuja,India,52,1
3,Harry Gross,United Kingdom,272,1
3,Andrew Berg,Australia,60,1
3,Peter Li,Australia,287,1
3,Gabriela Stroj,Poland,164,1
3,Karlheinz Weyh,Germany,46,1
3,Max Twemlow,Australia,79,1
3,Willem Gerritsen,Netherlands,422,1
3,Anup Agarwal,India,434,1
3,Nataly Falero,Australia,299,1
3,Khaled Habib,Egypt,87,1
3,Pichaya Pan-anukooln,Thailand,299,1
3,Christopher Ashworth,South Africa,168,1
3,Theodoros Kasianis,Cyprus,48,1
3,Bohdan Yakymchuk,Ukraine,168,1
3,Hesham Fouad,Egypt,60,1
3,Dmitrijs Lukasevics,Sweden,60,1
3,Jorge Martins,Portugal,25,1
3,Aleksandrs Goba,Austria,168,1
3,Dhara Shah,India,54,1
3,Cheong Ng,Australia,190,1
3,Tim Roberts,United Kingdom,272,1
3,John Lim,Australia,164,1
3,Maxim Sagaidak,Russia,60,1
3,Reiner Wessels,South Africa,52,1
3,Mohammed Fari,Saudi Arabia,52,1
3,JP Delavin,Philippines,250,1
3,Andrew Ngai,Australia,370,1
4,Diarmuid Early,Ireland,8,1
4,Brian Montgomery,United States of America,6,1
4,Joseph Michael Palisoc,United States of America,60,1
4,Stephanie Annerose,United States of America,0,1
4,Adam Burnham,United Kingdom,0,1
4,Julie Bowden,United Kingdom,16,1
4,Branden Lewis,Canada,8,1
4,Stig Hedström-Cornéer,Sweden,20,1
4,Stephen Halligan,United States of America,12,1
4,Emilie Williams,Canada,0,1
4,Alana Reid,Canada,6,1
4,Cecelia Rieb,Kazakhstan,27,1
4,Joseph Jones-Jennings,United Kingdom,6,1
4,Jason Moore,United States of America,22,1
4,Benjamin Buring,Canada,4,1
4,Pavel Kozlov,United States of America,6,1
5,Harry Gross,United Kingdom,162,1
5,Peter Li,Australia,128,1
5,Gabriela Stroj,Poland,80,1
5,Willem Gerritsen,Netherlands,173,1
5,Anup Agarwal,India,282,1
5,Pichaya Pan-anukooln,Thailand,0,1
5,Christopher Ashworth,South Africa,192,1
5,Bohdan Yakymchuk,Ukraine,60,1
5,Dmitrijs Lukasevics,Sweden,158,1
5,Aleksandrs Goba,Austria,126,1
5,Cheong Ng,Australia,138,1
5,Tim Roberts,United Kingdom,150,1
5,Maxim Sagaidak,Russia,60,1
5,Reiner Wessels,South Africa,78,1
5,Eduardo Gonzalez Arias,Spain,72,1
5,Andrew Ngai,Australia,128,1
6,Diarmuid Early,Ireland,488,1
6,Joseph Michael Palisoc,United States of America,550,1
6,Julie Bowden,United Kingdom,46,1
6,Stig Hedström-Cornéer,Sweden,0,1
6,Stephen Halligan,United States of America,63,1
6,Cecelia Rieb,United States of America,97,1
6,Jason Moore,United States of America,487,1
6,Pavel Kozlov,Russia,60,1
6,Michael Jarman,Canada,550,1
6,Daniel Moertl Pereira De Mello,Brazil,32,1
6,Jelle Hettinga,Costa Rica,106,1
6,David Drury,United Kingdom,180,1
6,Sameer Jagetia,United States of America,274,1
6,Ashleigh Roberts,United States of America,98,1
6,Filip Krerowicz,Poland,52,1
6,Jason Sindler,United States of America,267,1
7,Harry Gross,United Kingdom,337,1
7,Willem Gerritsen,Netherlands,310,1
7,Anup Agarwal,India,322,1
7,Christopher Ashworth,South Africa,60,1
7,Dmitrijs Lukasevics,Sweden,110,1
7,Tim Roberts,United Kingdom,254,1
7,Reiner Wessels,South Africa,66,1
7,Andrew Ngai,Australia,421,1
8,Joseph Michael Palisoc,United States of America,1000,1
8,Julie Bowden,United Kingdom,240,1
8,Cecelia Rieb,United States of America,440,1
8,Jason Moore,United States of America,1000,1
8,Michael Jarman,Canada,1000,1
8,David Drury,United Kingdom,440,1
8,Sameer Jagetia,United States of America,480,1
8,Jason Sindler,United States of America,452,1
9,Joseph Michael Palisoc,United States of America,116,1
9,Jason Moore,United States of America,182,1
9,Michael Jarman,Canada,171,1
9,Harry Gross,United Kingdom,85,1
9,Anup Agarwal,India,109,1
9,Tim Roberts,United Kingdom,138,1
9,Sameer Jagetia,United States of America,172,1
9,Andrew Ngai,Australia,487,1
10,Jason Moore,United States of America,282,1
10,Michael Jarman,Canada,302,1
10,Tim Roberts,United Kingdom,114,1
10,Andrew Ngai,Australia,302,1
11,Michael Jarman,Canada,280,1
11,Andrew Ngai,Australia,734,1
12,Michael Clarke,New Zealand,"5,000",0.9674
12,Stefanus Ng,Indonesia,"5,000",0.9587
12,Matthew Fried,Australia,"4,550",0.9651
12,Dhara Shah,India,"4,200",0.9587
12,Ben Gutscher,China,"4,100",0.9701
12,Toby Funston,Australia,"4,050",0.9583
12,Jason Naniong,Japan,"3,600",0.9598
12,Steve Schulz,Australia,"3,600",0.9583
12,Bo Rydobon,Thailand,"3,450",0.9585
12,JP Delavin,Philippines,"3,375",0.9593
12,Princess Camille Ong,Philippines,"3,300",0.9627
12,Gani Toleugazyyev,Kazakhstan,"3,300",0.959
12,Cheong Ng,New Zealand,"3,100",0.9583
12,Min Chen,Australia,"2,950",0.9608
12,Pichaya Pan-anukooln,Thailand,"2,950",0.9589
12,Chris Wilson,United Kingdom,"2,950",0.9589
12,Alvin Siu Hin Lui,"Hong Kong SAR, China","2,800",0.9589
12,Vineet Sharma,India,"2,800",0.9583
12,Peter Li,Australia,"2,700",0.9597
12,Julien Lacaze,Réunion,"2,650",0.9589
12,#760171,India,"2,650",0.9583
12,John Patrick Felizco,Philippines,"2,600",0.959
12,Nataly Falero,Australia,"2,500",0.9583
12,#170753,New Zealand,"2,500",0.9612
12,#808584,Pakistan,"2,475",0.9597
12,Mohammed Fari,Saudi Arabia,"2,450",0.9583
12,#910076,China,"2,400",0.9592
12,#919483,New Zealand,"2,350",0.9611
12,#170280,Australia,"2,200",0.9583
12,#694032,Australia,"2,200",0.9583
12,#512367,Australia,"2,050",0.9583
12,#786617,Saudi Arabia,"2,025",0.9583
12,#283421,Australia,"2,000",0.9635
12,#994510,Kazakhstan,"2,000",0.9584
12,#100444,Kazakhstan,"1,950",0.9595
12,#670238,"Taiwan, Republic of China","1,950",0.9584
12,#153716,Philippines,"1,900",0.973
12,#778434,Australia,"1,900",0.9598
12,#897601,Australia,"1,800",0.9588
12,#668420,India,"1,750",0.9583
12,#758191,Singapore,"1,500",0.9609
12,#237536,New Zealand,"1,500",0.9583
12,#645348,Pakistan,"1,450",0.9599
12,#791305,Australia,"1,425",0.9583
12,#795088,Pakistan,"1,300",0.9591
12,#337242,"Taiwan, Republic of China","1,300",0.9585
12,#924893,Indonesia,"1,200",0.9608
12,#283238,India,"1,200",0.9595
12,#377489,Australia,"1,125",0.9583
12,#360329,Australia,"1,050",0.9584
12,#311440,Singapore,"1,000",0.9607
12,#969951,Australia,950,0.9583
12,#154336,Australia,950,0.9583
12,#219557,Australia,950,0.9583
12,#543629,India,750,0.9693
12,#188441,Pakistan,750,0.9591
12,#288328,Vietnam,750,0.9584
12,#874900,Australia,750,0.9583
12,#256781,Australia,650,0.959
12,#418084,Australia,650,0.9583
12,#269741,Pakistan,600,0.972
12,#468065,"Hong Kong SAR, China",600,0.9584
12,#177561,India,375,0.9583
12,#703096,Philippines,325,0.9996
12,#173339,Malaysia,300,0.9791
12,#693902,India,300,0.9583
12,#540026,Australia,150,0.9583
12,#341306,Australia,100,0.9583
13,Diarmuid Early,Ireland,"4,800",0.9825
13,Willem Gerritsen,Netherlands,"5,000",0.9744
13,Michael Holmes,Canada,"5,000",0.9646
13,Brian Hanley,United States of America,"5,000",0.9643
13,Alfons Oliver Altes,Spain,"5,000",0.9636
13,Justin Merson,Canada,"5,000",0.9619
13,Brittany Deaton,United States of America,"5,000",0.9618
13,Jason Webber,South Africa,"5,000",0.9618
13,Eduardo Gonzalez Arias,Spain,"5,000",0.9614
13,Peter Rebecchi,United Kingdom,"5,000",0.9611
13,David Brown,United States of America,"5,000",0.9605
13,Paul Dent,United Kingdom,"4,600",0.9646
13,Nicolas Micot,France,"4,600",0.9635
13,Nick McCartney,United States of America,"4,600",0.9619
13,Lianna Gerrish,United States of America,"4,600",0.96
13,Bram Van Eeckhout,Belgium,"4,600",0.9596
13,Isaac Méndez Cortiñas,Spain,"4,400",0.9605
13,Emad Oughourli,United States of America,"4,300",0.9588
13,Tom Vincent,United Kingdom,"4,300",0.9583
13,Michael Thanasides,United States of America,"4,300",0.9583
13,David Rosel,United Kingdom,"4,000",0.9683
13,Dan Seiders,United States of America,"4,000",0.9606
13,Albert Blom,Netherlands,"4,000",0.9601
13,Harry Seiders,United States of America,"4,000",0.9601
13,Taylor Robinson,United States of America,"4,000",0.9595
13,Mary Brown,United States of America,"4,000",0.9595
13,Patrick Chatain,Colombia,"4,000",0.9592
13,Aleksandrs Goba,Latvia,"4,000",0.959
13,Ricardo Domínguez,Mexico,"4,000",0.9589
13,Grigoriy Korkishko,Russian Federation,"4,000",0.9587
13,Zsolt Mogyorósi,Hungary,"4,000",0.9585
13,Joseph Michael Palisoc,United States of America,"4,000",0.9584
13,Luke Moraga,United States of America,"4,000",0.9583
13,Nick Lowman,United States of America,"3,975",0.959
13,Jaq Kennedy,United Kingdom,"3,875",0.9585
13,Khaled Habib,Egypt,"3,800",0.9586
13,Ben deLeon,United States of America,"3,800",0.9586
13,Jakub Pomykalski,Poland,"3,800",0.9584
13,Pierre Sertin,France,"3,675",0.9584
13,Steyn Wolmarans,South Africa,"3,600",0.9659
13,Bob Schriver,United States of America,"3,600",0.9636
13,Christian Hueber,Austria,"3,600",0.9623
13,Ryan Bains,United Kingdom,"3,600",0.9597
13,Joris Greiwe,Germany,"3,600",0.9597
13,Fanny Caillot,Germany,"3,600",0.9596
13,Martijn Adriaanse,Netherlands,"3,600",0.9594
13,Julie Bowden,United Kingdom,"3,600",0.9594
13,Andrew Luchenbach,United States of America,"3,600",0.9589
13,Joaquin Courreges,Argentina,"3,600",0.9586
13,Neil Foot,United Kingdom,"3,600",0.9583
13,Jakub Hluzow,Poland,"3,600",0.9583
13,Niels Christian Lundtoft,Denmark,"3,400",0.9642
13,Loic Coquer,France,"3,400",0.9616
13,Bryan Ferrier,United States of America,"3,400",0.9598
13,Adam Reichenbach,Hungary,"3,400",0.9596
13,David Scully,United States of America,"3,400",0.9591
13,Steve Hales,United Kingdom,"3,400",0.9589
13,William Freestone,United Kingdom,"3,400",0.9587
13,Kjell De Troye,Belgium,"3,400",0.9584
13,Adam Steiner,Austria,"3,400",0.9584
13,Greg Hingsbergen,United States of America,"3,375",0.9605
13,Peter van Veen,Netherlands,"3,300",0.9646
13,Ben Pridmore,United Kingdom,"3,300",0.9615
13,Thomas Keane,Canada,"3,300",0.9588
13,Jesi Lipp,United States of America,"3,300",0.9585
13,Andrew Biglowe,United Kingdom,"3,300",0.9583
13,Kenneth Wang,United States of America,"3,200",0.9706
13,Jan Mooijer,Netherlands,"3,200",0.9592
13,Nick Tone,United States of America,"3,200",0.9585
13,Lyanne van Dijk,Netherlands,"3,100",0.9583
13,Lorenzo Foti,Italy,"3,000",0.9627
13,Mackenzie Dixon,Canada,"3,000",0.9616
13,Graydon Moore,Canada,"3,000",0.9611
13,Sergio Travieso,Spain,"3,000",0.9602
13,Stephen Dunn,United Kingdom,"3,000",0.9599
13,#359416,France,"3,000",0.9597
13,Kiraën Andriamandimbisoa,Madagascar,"3,000",0.9595
13,Daric Harrington,United States of America,"3,000",0.9593
13,#215464,France,"3,000",0.9593
13,#459611,Poland,"3,000",0.9589
13,Jason Hutcheson,United States of America,"3,000",0.9588
13,#598466,United Kingdom,"3,000",0.9585
13,#673580,Germany,"3,000",0.9583
13,Wim van Vliet,Netherlands,"3,000",0.9583
13,Ben Rotblatt,United States of America,"3,000",0.9583
13,#198540,Ireland,"2,975",0.9623
13,Stephen Xiao,Canada,"2,975",0.9611
13,#562325,Bulgaria,"2,975",0.9606
13,Robert Valentine,United States of America,"2,975",0.9585
13,Nathan Cunningham,United States of America,"2,975",0.9583
13,Barbara Mauric,France,"2,900",0.9592
13,Martin Rydder,United States of America,"2,900",0.9583
13,Henriette Hamer,Netherlands,"2,900",0.9583
13,Katelyn Stienen,United States of America,"2,875",0.9633
13,Tyler Hargrave,Canada,"2,875",0.9633
13,Shaun McCarthy,United States of America,"2,875",0.9583
13,Josh Tiger,United States of America,"2,850",0.9583
13,#763179,Germany,"2,800",0.9602
13,#856592,Egypt,"2,800",0.9588
13,#896395,United States of America,"2,800",0.9583
13,Henri Virol,France,"2,775",0.9596
13,#401263,Austria,"2,775",0.9594
13,#247477,Switzerland,"2,775",0.9588
13,Jason Sindler,United States of America,"2,775",0.9584
13,#495904,Madagascar,"2,775",0.9583
13,#767877,United Kingdom,"2,775",0.9583
13,Mads Rasztar,Denmark,"2,700",0.9628
13,#578116,Georgia,"2,700",0.9604
13,#771672,United Kingdom,"2,700",0.9596
13,Leonards Budņiks,Latvia,"2,700",0.9592
13,#344649,Russian Federation,"2,700",0.9591
13,Renier Wessels,South Africa,"2,700",0.959
13,#702429,United Kingdom,"2,700",0.9587
13,#662535,Canada,"2,700",0.9585
13,#955767,France,"2,700",0.9585
13,#663508,United Kingdom,"2,700",0.9583
13,#359106,United States of America,"2,700",0.9583
13,#131935,Sweden,"2,675",0.9586
13,#150446,United States of America,"2,675",0.9583
13,#193265,Portugal,"2,600",0.9996
13,#515923,Netherlands,"2,600",0.9638
13,#169026,United States of America,"2,600",0.9613
13,#771923,Canada,"2,600",0.9585
13,Jelle Hettinga,Costa Rica,"2,600",0.9583
13,Juan Pablo Brea,Argentina,"2,600",0.9583
13,#938503,United States of America,"2,600",0.9583
13,Thomas Marcelo,Brazil,"2,600",0.9583
13,Florence Hermeline,Ireland,"2,600",0.9583
13,#418224,Poland,"2,575",0.9591
13,#615528,United States of America,"2,575",0.9585
13,#306201,France,"2,575",0.9583
13,#550898,Sweden,"2,400",0.9617
13,#282576,United Kingdom,"2,375",0.9604
13,#789411,France,"2,375",0.96
13,David Nordstrom,United States of America,"2,375",0.9596
13,#818149,Greece,"2,375",0.9588
13,#752943,United States of America,"2,375",0.9587
13,Lena Brehm,Germany,"2,375",0.9587
13,#475227,United States of America,"2,375",0.9583
13,#406861,Netherlands,"2,350",0.959
13,#635682,France,"2,300",0.9589
13,#403881,France,"2,300",0.9587
13,#906666,United Kingdom,"2,300",0.9585
13,#977356,United States of America,"2,300",0.9583
13,#741531,Madagascar,"2,300",0.9583
13,#187461,United Kingdom,"2,300",0.9583
13,#956374,Germany,"2,250",0.9583
13,#891737,France,"2,225",0.9589
13,#312692,France,"2,225",0.9583
13,#152902,France,"2,200",0.9586
13,#255089,France,"2,200",0.9583
13,#115519,Poland,"2,200",0.9583
13,#357737,France,"2,175",0.9586
13,Colin Davidson,United States of America,"2,175",0.9583
13,#248312,Netherlands,"2,150",0.9583
13,#886983,Norway,"2,125",0.9614
13,Jacob De La Cruz,United States of America,"2,125",0.9608
13,#265314,United States of America,"2,100",0.9643
13,#692842,Canada,"2,100",0.9588
13,Benjamin Bratton,United States of America,"2,100",0.9583
13,#275739,Sweden,"2,075",0.9583
13,#917335,United States of America,"2,075",0.9583
13,#882854,Russian Federation,"2,075",0.9583
13,Samir Asadov,Ukraine,"2,050",0.9583
13,#500108,France,"2,000",0.9769
13,#318013,United States of America,"2,000",0.9643
13,#125152,United States of America,"2,000",0.9644
13,#821978,Austria,"2,000",0.9613
13,Ryan Harlow,United Kingdom,"2,000",0.9583
13,Emilie Williams,Canada,"1,975",0.9583
13,#432386,United Kingdom,"1,950",0.968
13,#813504,United States of America,"1,950",0.968
13,#872285,United States of America,"1,925",0.9621
13,#846687,United States of America,"1,900",0.9615
13,Jason Levine,United States of America,"1,900",0.9584
13,#300713,Germany,"1,900",0.9583
13,#319291,United States of America,"1,900",0.9583
13,#219438,Poland,"1,900",0.9583
13,#591819,United States of America,"1,875",0.9614
13,#511099,Canada,"1,875",0.9608
13,#947308,United States of America,"1,825",0.9598
13,#549792,United States of America,"1,825",0.9588
13,#994800,Netherlands,"1,800",0.9583
13,#494145,South Africa,"1,775",0.9593
13,#172292,United States of America,"1,725",0.959
13,#890755,Ukraine,"1,700",0.9698
13,#495952,Germany,"1,700",0.96
13,#719637,Brazil,"1,700",0.959
13,#666865,Mozambique,"1,700",0.9589
13,#563632,France,"1,700",0.9583
13,ARMANDO GODINA CARRASCO,United Kingdom,"1,700",0.9583
13,#557224,France,"1,700",0.9583
13,#547292,Canada,"1,700",0.9583
13,Brian Newell,United States of America,"1,600",0.9597
13,#927548,Belgium,"1,600",0.9595
13,#209401,France,"1,600",0.9589
13,#943200,United States of America,"1,600",0.9585
13,#594731,Finland,"1,600",0.9583
13,#923928,United States of America,"1,600",0.9583
13,#796432,Portugal,"1,600",0.9583
13,#208764,United States of America,"1,600",0.9583
13,#312775,United States of America,"1,575",0.9596
13,Karim Awenat,United Kingdom,"1,550",0.9585
13,#841277,United States of America,"1,475",0.9583
13,#483364,Spain,"1,400",0.9597
13,#455793,Slovenia,"1,400",0.9586
13,#679775,South Africa,"1,400",0.9583
13,#660095,United States of America,"1,375",0.9636
13,#828340,United Kingdom,"1,375",1
13,#365111,Poland,"1,375",0.959
13,Norman Sheppard,United States of America,"1,375",0.9588
13,#514479,Spain,"1,375",0.9585
13,#783000,South Africa,"1,375",0.9583
13,#314772,France,"1,350",0.9613
13,#246951,United States of America,"1,350",0.9585
13,#889861,United States of America,"1,350",0.9584
13,Ashleigh Roberts,United States of America,"1,325",0.9586
13,#153334,France,"1,300",0.9584
13,#832435,France,"1,300",0.9583
13,Cecelia Rieb,United States of America,"1,275",0.9595
13,#986512,United States of America,"1,275",0.9584
13,#208142,United Kingdom,"1,275",0.9583
13,#173772,Egypt,"1,225",0.9606
13,Marcus Strautman,United States of America,"1,175",1
13,#940975,France,"1,175",0.959
13,#956126,Brazil,"1,125",0.9595
13,#806924,United States of America,"1,100",0.9588
13,#518776,Canada,"1,100",0.9583
13,#211706,United States of America,"1,075",0.9825
13,Jim Pappalardo,United States of America,"1,075",0.9583
13,#292487,France,"1,050",0.9679
13,#420317,France,"1,025",0.9585
13,#386571,United Kingdom,"1,000",0.969
13,#244703,Germany,"1,000",0.9687
13,#424373,United States of America,"1,000",0.9668
13,#713228,Guernsey,"1,000",0.9615
13,#933305,Germany,"1,000",0.9609
13,#583839,Brazil,"1,000",0.9584
13,#787692,Canada,"1,000",0.9583
13,#483414,Hungary,"1,000",0.9583
13,#101778,United States of America,975,0.9766
13,James Humpish,United Kingdom,950,0.9789
13,#559819,United States of America,900,0.9619
13,#552250,Brazil,900,0.9616
13,#348458,United States of America,850,0.9589
13,#954627,United States of America,800,0.9717
13,#124900,United Kingdom,800,0.9587
13,#464880,United Kingdom,775,0.9594
13,#432704,Portugal,775,0.9583
13,#241934,France,700,0.9596
13,#336047,United States of America,700,0.9593
13,#725140,United Kingdom,700,0.9585
13,#722903,United States of America,700,0.9584
13,#575197,United States of America,700,0.9583
13,#558686,United Kingdom,675,0.9594
13,#597101,United States of America,675,0.959
13,#989951,United Kingdom,650,0.9974
13,#225443,United Kingdom,600,0.9628
13,#879961,United States of America,600,0.9583
13,#640677,United States of America,575,0.9584
13,#124468,France,475,0.9601
13,#476290,Chile,425,0.9714
13,#406710,United States of America,425,0.9602
13,#605927,Romania,425,0.9595
13,#618886,France,400,0.9595
13,#954506,United States of America,375,0.961
13,#636039,United States of America,375,0.959
13,#477513,United States of America,375,0.9584
13,#459130,Switzerland,300,0.9657
13,#550954,Netherlands,250,0.9648
13,#451188,Mexico,200,0.9688
13,#922881,United States of America,200,0.9647
13,#505443,France,125,0.9583
13,#645614,France,100,0.9987
13,#484729,France,100,0.9978
13,#711187,United States of America,100,0.9583
14,Andrew Ngai,Australia,767,0.9792
14,Isaac Méndez Cortiñas,Spain,676,0.9792
14,Willem Gerritsen,Netherlands,676,0.9792
14,Ben Gutscher,China,664,0.9792
14,Peter Li,Australia,664,0.9792
14,Steve Schulz,Australia,664,0.9792
14,Min Chen,Australia,664,0.9792
14,Nicolas Micot,France,640,0.9792
14,Michael Clarke,New Zealand,640,0.9792
14,Matthew Fried,Australia,640,0.9792
14,Anup Agarwal,India,610,0.9792
14,Bo Rydobon,Thailand,540,0.9792
14,Nataly Falero,Australia,420,0.9792
14,Niels Christian Lundtoft,Denmark,420,0.9792
14,Stefanus Ng,Indonesia,420,0.9792
14,Christopher Ashworth,N/A,319,0.9792
14,John Lim,Australia,317,0.9792
14,Christian Hueber,Austria,284,0.9792
14,Kiraën Andriamandimbisoa,Madagascar,284,0.9792
14,Dhara Shah,India,284,0.9792
14,Alfons Oliver Altes,Spain,263,0.9792
14,Liam Bastick,N/A,261,0.9792
14,Pichaya Pan-anukooln,Thailand,243,0.9792
14,Cheong Ng,New Zealand,232,0.9792
14,Ryan Bains,United Kingdom,232,0.9792
14,Bram Van Eeckhout,Belgium,220,0.9792
14,Jakub Hluzow,Poland,220,0.9792
14,Stephen Dunn,United Kingdom,220,0.9792
14,Gani Toleugazyyev,Kazakhstan,220,0.9792
14,Jason Naniong,Japan,208,0.9792
14,Alvin Siu Hin Lui,"Hong Kong SAR, China",188,0.9792
14,Toby Funston,Australia,137,0.9792
14,Chris Wilson,United Kingdom,119,0.9792
14,Peter Rebecchi,United Kingdom,114,0.9792
14,Steyn Wolmarans,South Africa,107,0.9792
14,Nick Boberg,New Zealand,96,0.9792
14,Grigoriy Korkishko,Russian Federation,94,0.9792
14,Lorenzo Foti,Italy,94,0.9792
14,Harry Gross,United Kingdom,84,0.9792
14,Zsolt Mogyorósi,Hungary,84,0.9792
14,Jan Mooijer,Netherlands,84,0.9792
14,Albert Blom,Netherlands,84,0.9792
14,Tom Vincent,United Kingdom,84,0.9792
14,Kjell De Troye,Belgium,84,0.9792
14,Princess Camille Ong,Philippines,72,0.9792
14,Gareth Watson,South Africa,42,0.9792
14,Jason Webber,South Africa,19,0.9792
15,Kenneth Wang,United States of America,"1,105",0.9792
15,Paul Dent,United Kingdom,"1,105",0.9792
15,Joseph Michael Palisoc,United States of America,"1,105",0.9792
15,David Brown,United States of America,"1,105",0.9792
15,Michael Jarman,United Kingdom,"1,105",0.9792
15,Diarmuid Early,Ireland,"1,105",0.9792
15,Michael Holmes,Canada,"1,099",0.9792
15,Tim Roberts,United Kingdom,"1,040",0.9792
15,Brittany Deaton,United States of America,"1,000",0.9792
15,Gabriela Stroj,Poland,980,0.9792
15,Dan Mayoh,Australia,973,0.9792
15,Sameer Jagetia,United States of America,781,0.9792
15,Jack Franken,United States of America,781,0.9792
15,Eduardo Gonzalez Arias,Spain,769,0.9792
15,Brian Hanley,United States of America,757,0.9792
